gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,in_kzt,in_tx,avg_in_tx,out_deg,out_kzt,out_tx,avg_out_tx,pagerank,betweenness,n_seed_sources,in_concentration,pass_through,truncated_by_depth,is_isolated,component_id,norm_in_deg,norm_out_deg,norm_in_kzt,norm_out_kzt,norm_n_seed_sources,norm_betweenness,eligible_coordinator,score_coordinator,eligible_consolidator,score_consolidator,eligible_distributor,score_distributor,eligible_transit,score_transit,eligible_terminal,score_terminal,best_specialized_role,best_specialized_score,role_runner_up,runner_up_score,score_margin,data_limitation,next_request,priority_role,priority_sources,priority_volume,priority_brokerage,why,rank
100000000274067100,peripheral,0.49,6,0.226984858653,"Недостаточно признаков специальной роли: входящих связей 2, исходящих 3. Не вывод о безвредности.",1,False,2,517704,9,57522.6666667,3,2969000,9,329888.888889,0.000413703651285,1.18888110832e-06,1,0.579481711557,5.73493733871,False,False,0,0.666666666667,0.183486238532,0.834034532339,1,0.1,0.000889760924236,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.02,0.166806906468,0.000177952184847,"Вклад: роль 0.040, seed 0.020, вход 0.167, посредничество 0.000. Приоритет проверки, не оценка виновности.",978
100000000287768100,peripheral,0.49,0,0.191331311496,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",3,False,1,35168,1,35168,0,0,0,,0.000288688071699,0,7,1,0,False,False,0,0.333333333333,0,0.0566565574794,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0113313114959,0,"Вклад: роль 0.040, seed 0.140, вход 0.011, посредничество 0.000. Приоритет проверки, не оценка виновности.",1394
100000000288317100,peripheral,0.49,0,0.220940174277,"Недостаточно признаков специальной роли: входящих связей 2, исходящих 3. Не вывод о безвредности.",3,False,2,100000,2,50000,3,53500,3,17833.3333333,0.00031283348562,5.82551743078e-05,7,0.5,0.535,False,False,0,0.666666666667,0.183486238532,0.161102586099,0.0229326917781,0.7,0.0435982852876,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0322205172199,0.00871965705752,"Вклад: роль 0.040, seed 0.140, вход 0.032, посредничество 0.009. Приоритет проверки, не оценка виновности.",1025
100000000291906100,peripheral,0.35503520425,47,0.316701133618,"Недостаточно признаков специальной роли: входящих связей 2, исходящих 2. Не вывод о безвредности.",2,False,2,388000,3,129333.333333,2,455854,6,75975.6666667,0.000762937305354,7.80698594465e-05,7,0.979381443299,1.1748814433,False,False,0,0.666666666667,0.122324159021,0.625078034065,0.195401107996,0.7,0.0584276340248,False,0,False,0,False,0,True,0.275438358673,False,0,transit,0.275438358673,none,0,0.275438358673,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.125015606813,0.011685526805,"Вклад: роль 0.040, seed 0.140, вход 0.125, посредничество 0.012. Приоритет проверки, не оценка виновности.",620
100000000291908100,peripheral,0.49,47,0.278177498132,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 1. Не вывод о безвредности.",3,False,1,295500,5,59100,1,13300,1,13300,0.00070655270834,1.98146851387e-05,7,1,0.0450084602369,False,False,0,0.333333333333,0.0611620795107,0.476058141923,0.00570102431118,0.7,0.0148293487373,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0952116283847,0.00296586974745,"Вклад: роль 0.040, seed 0.140, вход 0.095, посредничество 0.003. Приоритет проверки, не оценка виновности.",716
100000000297649100,peripheral,0.49,10,0.212888206888,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 1. Не вывод о безвредности.",2,False,1,40000,1,40000,1,70600,2,35300,0.000809138585841,0,8,1,1.765,False,False,0,0.333333333333,0.0611620795107,0.0644410344397,0.0302625801782,0.8,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.16,0.0128882068879,0,"Вклад: роль 0.040, seed 0.160, вход 0.013, посредничество 0.000. Приоритет проверки, не оценка виновности.",1067
100000000299820100,peripheral,0.49,3,0.183222051722,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,10000,1,10000,0,0,0,,0.000450162035224,0,7,1,0,True,False,0,0.333333333333,0,0.0161102586099,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00322205172199,0,"Вклад: роль 0.040, seed 0.140, вход 0.003, посредничество 0.000. Приоритет проверки, не оценка виновности.",1677
100000000307908100,peripheral,0.49,40,0.061611025861,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",2,False,1,5000,1,5000,0,0,0,,0.000296433774749,0,1,1,0,False,False,4,0.333333333333,0,0.00805512930496,0,0.1,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.02,0.00161102586099,0,"Вклад: роль 0.040, seed 0.020, вход 0.002, посредничество 0.000. Приоритет проверки, не оценка виновности.",2202
100000000331309100,distributor,1,5,0.82,"Признаки распределения: 99 получателей, 23,001,375 KZT исходящих. Требует проверки.",2,False,5,984635,8,123079.375,99,23001375,126,182550.595238,0.000875689903807,0.00455723405027,7,0.32499352552,23.3603061033,False,False,0,1,1,1,1,0.7,1,True,0.91,False,0,True,1,False,0,False,0,distributor,1,coordinator,0.91,0.09,partial_bank_month,Сверить полную выписку и более широкий период,0.28,0.14,0.2,0.2,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности.",5
100000000332284100,peripheral,0.49,5,0.23094892114,"Недостаточно признаков специальной роли: входящих связей 10, исходящих 3. Не вывод о безвредности.",2,False,10,107426,12,8952.16666667,3,289500,3,96500,0.000717094622435,0.00010913726639,7,0.220859009923,2.69487833485,False,False,0,1,0.183486238532,0.173066064143,0.124093724668,0.7,0.0816785415566,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0346132128286,0.0163357083113,"Вклад: роль 0.040, seed 0.140, вход 0.035, посредничество 0.016. Приоритет проверки, не оценка виновности.",948
100000000343175100,distributor,1,11,0.64143594452,"Признаки распределения: 31 получателей, 4,000,039 KZT исходящих. Требует проверки. Входящие seed неполны.",0,True,8,178712,14,12765.1428571,31,4000039,33,121213.30303,0.000713258197938,0.00109469260903,7,0.329020994673,22.3825988182,False,False,0,1,1,0.28790965367,1,0.7,0.81927006893,False,0,False,0,True,1,False,0,False,0,distributor,1,none,0,1,seed_inflows_incomplete,Запросить полные входящие seed,0.28,0.14,0.0575819307339,0.163854013786,"Вклад: роль 0.280, seed 0.140, вход 0.058, посредничество 0.164. Приоритет проверки, не оценка виновности.",89
100000000369781100,peripheral,0.49,5,0.181611025861,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,5000,1,5000,0,0,0,,0.000532477791058,0,7,1,0,True,False,0,0.333333333333,0,0.00805512930496,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00161102586099,0,"Вклад: роль 0.040, seed 0.140, вход 0.002, посредничество 0.000. Приоритет проверки, не оценка виновности.",1766
100000000375150100,peripheral,0.49,12,0.33666155166,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,300000,1,300000,0,0,0,,0.000746380235175,0,10,1,0,True,False,0,0.333333333333,0,0.483307758298,0,1,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.2,0.0966615516596,0,"Вклад: роль 0.040, seed 0.200, вход 0.097, посредничество 0.000. Приоритет проверки, не оценка виновности.",512
100000000404740100,peripheral,0.49,24,0.188055129305,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,25000,1,25000,0,0,0,,0.000557990072746,0,7,1,0,True,False,0,0.333333333333,0,0.0402756465248,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00805512930496,0,"Вклад: роль 0.040, seed 0.140, вход 0.008, посредничество 0.000. Приоритет проверки, не оценка виновности.",1477
100000000408846100,peripheral,0.49,25,0.193049309474,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",3,False,1,40500,1,40500,0,0,0,,0.000295725573481,0,7,1,0,False,False,0,0.333333333333,0,0.0652465473702,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.013049309474,0,"Вклад: роль 0.040, seed 0.140, вход 0.013, посредничество 0.000. Приоритет проверки, не оценка виновности.",1359
100000000413678100,peripheral,0.49,3,0.287386566244,"Недостаточно признаков специальной роли: входящих связей 2, исходящих 3. Не вывод о безвредности.",3,False,2,306500,2,153250,3,528198,18,29344.3333333,0.000300698854174,5.76607337536e-05,7,0.510603588907,1.72332137031,False,False,0,0.666666666667,0.183486238532,0.493779426394,0.226411251061,0.7,0.0431534048255,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0987558852788,0.00863068096509,"Вклад: роль 0.040, seed 0.140, вход 0.099, посредничество 0.009. Приоритет проверки, не оценка виновности.",693
100000000424935100,peripheral,0.49,27,0.184833077583,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,15000,1,15000,0,0,0,,0.000301447973235,0,7,1,0,True,False,0,0.333333333333,0,0.0241653879149,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00483307758298,0,"Вклад: роль 0.040, seed 0.140, вход 0.005, посредничество 0.000. Приоритет проверки, не оценка виновности.",1616
100000000425407100,peripheral,0.49,2,0.186444103444,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",2,False,1,20000,1,20000,0,0,0,,0.000305094593271,0,7,1,0,False,False,0,0.333333333333,0,0.0322205172199,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.00644410344397,0,"Вклад: роль 0.040, seed 0.140, вход 0.006, посредничество 0.000. Приоритет проверки, не оценка виновности.",1538
100000000437046100,distributor,1,0,0.82,"Признаки распределения: 42 получателей, 7,606,224 KZT исходящих. Требует проверки.",2,False,9,1107200,20,55360,42,7606224,73,104194.849315,0.00079248601061,0.0021971484948,7,0.489523121387,6.86978323699,False,False,0,1,1,1,1,0.7,1,True,0.91,False,0,True,1,False,0,False,0,distributor,1,coordinator,0.91,0.09,partial_bank_month,Сверить полную выписку и более широкий период,0.28,0.14,0.2,0.2,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности.",6
100000000440392100,terminal,0.668117395454,4,0.334058697727,"Гипотеза конечного получателя: вход 105,705 KZT, исходящих 0; глубина 1. Полный баланс неизвестен.",1,False,1,105705,4,26426.25,0,0,0,,0.000296934490065,0,7,1,0,False,False,0,0.333333333333,0,0.170293488636,0,0.7,0,False,0,False,0,False,0,False,0,True,0.668117395454,terminal,0.668117395454,none,0,0.668117395454,partial_bank_month,Сверить полную выписку и более широкий период,0.16,0.14,0.0340586977272,0,"Вклад: роль 0.160, seed 0.140, вход 0.034, посредничество 0.000. Приоритет проверки, не оценка виновности.",521
100000000456947100,peripheral,0,69,0.04,"Недостаточно признаков специальной роли: входящих связей 0, исходящих 0. Не вывод о безвредности. Входящие seed неполны.",0,True,0,0,0,,0,0,0,,0.000285569294217,0,0,,,False,True,16,0,0,0,0,0,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,seed_inflows_incomplete;no_observed_edges,"Запросить полные входящие seed; Уточнить переводы вне периода, банка и порога выборки",0.04,0,0,0,"Вклад: роль 0.040, seed 0.000, вход 0.000, посредничество 0.000. Приоритет проверки, не оценка виновности.",2211
100000000470237100,peripheral,0.49,27,0.190471668096,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,32500,1,32500,0,0,0,,0.000584633394176,0,7,1,0,True,False,0,0.333333333333,0,0.0523583404823,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.0104716680965,0,"Вклад: роль 0.040, seed 0.140, вход 0.010, посредничество 0.000. Приоритет проверки, не оценка виновности.",1408
100000000481716100,peripheral,0.49,7,0.182577641378,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",3,False,1,8000,1,8000,0,0,0,,0.000377153926188,0,7,1,0,False,False,0,0.333333333333,0,0.0128882068879,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.00257764137759,0,"Вклад: роль 0.040, seed 0.140, вход 0.003, посредничество 0.000. Приоритет проверки, не оценка виновности.",1726
100000000489417100,peripheral,0.281157808695,12,0.20578570208,"Недостаточно признаков специальной роли: входящих связей 3, исходящих 1. Не вывод о безвредности.",2,False,3,73504,3,24501.3333333,1,80000,1,80000,0.000551757414108,1.40454814359e-05,7,0.387788419678,1.08837614279,False,False,0,1,0.0611620795107,0.118416844886,0.034291875556,0.7,0.0105116655116,False,0,False,0,False,0,True,0.426208553684,False,0,transit,0.426208553684,none,0,0.426208553684,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0236833689773,0.00210233310232,"Вклад: роль 0.040, seed 0.140, вход 0.024, посредничество 0.002. Приоритет проверки, не оценка виновности.",1140
100000000490383100,peripheral,0.49,4,0.207901077588,"Недостаточно признаков специальной роли: входящих связей 3, исходящих 8. Не вывод о безвредности.",2,False,3,62600,3,20866.6666667,8,461375,9,51263.8888889,0.000548037350061,5.16502792616e-05,7,0.82428115016,7.37020766773,False,False,0,1,0.489296636086,0.100850218898,0.197767676058,0.7,0.0386551690418,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0201700437796,0.00773103380836,"Вклад: роль 0.040, seed 0.140, вход 0.020, посредничество 0.008. Приоритет проверки, не оценка виновности.",1122
100000000500040100,peripheral,0.49,0,0.186444103444,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,20000,1,20000,0,0,0,,0.000306050446737,0,7,1,0,True,False,0,0.333333333333,0,0.0322205172199,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00644410344397,0,"Вклад: роль 0.040, seed 0.140, вход 0.006, посредничество 0.000. Приоритет проверки, не оценка виновности.",1539
100000000507799100,peripheral,0.49,36,0.198914918874,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 1. Не вывод о безвредности.",1,False,1,5132,1,5132,1,8000,1,8000,0.000286121076868,0.000115321467507,7,1,1.55884645362,False,False,0,0.333333333333,0.0611620795107,0.00826778471861,0.0034291875556,0.7,0.0863068096509,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.00165355694372,0.0172613619302,"Вклад: роль 0.040, seed 0.140, вход 0.002, посредничество 0.017. Приоритет проверки, не оценка виновности.",1239
100000000533217100,terminal,0.634532017125,0,0.317266008563,"Гипотеза конечного получателя: вход 53,587 KZT, исходящих 0; глубина 2. Полный баланс неизвестен.",2,False,1,53587,1,53587,0,0,0,,0.000653602990736,0,7,1,0,False,False,0,0.333333333333,0,0.086330042813,0,0.7,0,False,0,False,0,False,0,False,0,True,0.634532017125,terminal,0.634532017125,none,0,0.634532017125,partial_bank_month,Сверить полную выписку и более широкий период,0.16,0.14,0.0172660085626,0,"Вклад: роль 0.160, seed 0.140, вход 0.017, посредничество 0.000. Приоритет проверки, не оценка виновности.",614
100000000534581100,peripheral,0.49,3,0.200907495091,"Недостаточно признаков специальной роли: входящих связей 2, исходящих 1. Не вывод о безвредности.",3,False,2,55960,2,27980,1,40000,1,40000,0.000298453321989,1.92202445845e-05,7,0.839385275197,0.714796283059,False,False,0,0.666666666667,0.0611620795107,0.0901530071811,0.017145937778,0.7,0.0143844682752,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.0180306014362,0.00287689365503,"Вклад: роль 0.040, seed 0.140, вход 0.018, посредничество 0.003. Приоритет проверки, не оценка виновности.",1219
100000000542087100,peripheral,0.49,34,0.182740970401,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,8506.91,1,8506.91,0,0,0,,0.000286414602737,0,7,1,0,True,False,0,0.333333333333,0,0.0137048520071,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.00274097040143,0,"Вклад: роль 0.040, seed 0.140, вход 0.003, посредничество 0.000. Приоритет проверки, не оценка виновности.",1724
100000000552584100,peripheral,0.49,22,0.28,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 1. Не вывод о безвредности.",3,False,1,2500000,3,833333.333333,1,57500,1,57500,0.00132543600377,0,2,1,0.023,False,False,0,0.333333333333,0.0611620795107,1,0.0246472855559,0.2,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.04,0.2,0,"Вклад: роль 0.040, seed 0.040, вход 0.200, посредничество 0.000. Приоритет проверки, не оценка виновности.",705
100000000555721100,terminal,0.672818368917,0,0.336409184458,"Гипотеза конечного получателя: вход 113,000 KZT, исходящих 0; глубина 1. Полный баланс неизвестен.",1,False,2,113000,3,37666.6666667,0,0,0,,0.000308091961796,0,7,0.840707964602,0,False,False,0,0.666666666667,0,0.182045922292,0,0.7,0,False,0,False,0,False,0,False,0,True,0.672818368917,terminal,0.672818368917,none,0,0.672818368917,partial_bank_month,Сверить полную выписку и более широкий период,0.16,0.14,0.0364091844584,0,"Вклад: роль 0.160, seed 0.140, вход 0.036, посредничество 0.000. Приоритет проверки, не оценка виновности.",515
100000000557536100,peripheral,0.49,34,0.229297391346,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,153000,7,21857.1428571,0,0,0,,0.000300772488273,0,7,1,0,True,False,0,0.333333333333,0,0.246486956732,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.0492973913464,0,"Вклад: роль 0.040, seed 0.140, вход 0.049, посредничество 0.000. Приоритет проверки, не оценка виновности.",958
100000000560751100,peripheral,0.49,12,0.188055129305,"Недостаточно признаков специальной роли: входящих связей 1, исходящих 0. Не вывод о безвредности.",3,False,1,25000,1,25000,0,0,0,,0.00055245009734,0,7,1,0,False,False,0,0.333333333333,0,0.0402756465248,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,partial_bank_month,Сверить полную выписку и более широкий период,0.04,0.14,0.00805512930496,0,"Вклад: роль 0.040, seed 0.140, вход 0.008, посредничество 0.000. Приоритет проверки, не оценка виновности.",1478
100000000561160100,peripheral,0.49,2,0.257329241328,Входящих связей 1; обход обрезан на глубине 4. Исходящие неизвестны: нужен дозапрос. Специальная роль не подтверждена.,4,False,1,240000,1,240000,0,0,0,,0.000436254623298,0,7,1,0,True,False,0,0.333333333333,0,0.386646206638,0,0.7,0,False,0,False,0,False,0,False,0,False,0,none,0,none,0,0,truncated_at_hop_4,Запросить исходящие за границей обхода,0.04,0.14,0.0773292413276,0,"Вклад: роль 0.040, seed 0.140, вход 0.077, посредничество 0.000. Приоритет проверки, не оценка виновности.",791
